# Updated at 2025-04-02T04:55:55.771803
Title|Link|Discounted Price|Original Price|Discount
Fate/stay night - Heroine X 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-013563-R|6,880 JPY|11,880 JPY|42.09%
World Conquest Zvezda Plot - Lady Venera 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-006160-R|10,780 JPY|12,100 JPY|10.91%
[Exclusive Sale] Hanikami, Kanojo wa Koi wo Suru Kasane Minazumi 1/7 Complete Figure AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-152267-R|17,980 JPY|24,750 JPY|27.35%
PHANTASY STAR ONLINE 2 es Gene [Summer Vacation] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161517-R|14,380 JPY|19,800 JPY|27.37%
[w/First Press Bonus] ARTFX J - Yu-Gi-Oh! Duel Monsters: Dark Magician 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-IPN-5028-R|7,580 JPY|8,580 JPY|11.66%
Fate/Grand Order Caster/Altria Caster <Third Ascension> 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-160199-R|19,800 JPY|29,700 JPY|33.33%
THE IDOLM@STER SHINY COLORS Fuyuko Mayuzumi Neon Light Romancer Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-132161-R|7,180 JPY|18,800 JPY|61.81%
Hyperdimension Neptunia - Purple Heart 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-026642-R|17,980 JPY|19,580 JPY|8.17%
Girls' Frontline Welrod MkII 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-056128-R|14,380 JPY|17,800 JPY|19.21%
[Bonus] Arknights Shining For the Voyagers VER. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143609-R|15,120 JPY|18,000 JPY|16.0%
Milk Time - Yuu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168875-R|18,980 JPY|23,100 JPY|17.84%
JK x ONAKA#1 Mizu o Nomasete Kurenai Doukyuusei 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134418-R|13,180 JPY|19,800 JPY|33.43%
Fate/Grand Order Foreigner/Katsushika Hokusai Travel Portrait Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129210-R|10,280 JPY|19,800 JPY|48.08%
Love Live! School Idol Festival - Umi Sonoda 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-022616-R|11,180 JPY|17,380 JPY|35.67%
KonoSuba Aqua Race Queen ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146330-R|16,650 JPY|26,400 JPY|36.93%
[Bonus] Nekopara Vanilla - Pretty kitty Style - 1/7 Complete Figure (PLUM SHOP Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-123170-R|13,980 JPY|16,500 JPY|15.27%
[AmiAmi Exclusive Bonus] Atelier Ryza 2: Lost Legends & the Secret Fairy Ryza 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-121619-R|16,180 JPY|22,880 JPY|29.28%
CAworks "Mushoku Tensei jobless reincarnation" Eris Boreas Greyrat Swimsuit Ver. 1/7th Scale Special Package Edition Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139306-R|17,820 JPY|19,800 JPY|10.0%
Fate/Grand Order Scathach Sashi Ugatsu Bunny Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-048407-R|12,420 JPY|15,180 JPY|18.18%
Fate/EXTRA Last Encore Saber Bathrobe Ver. 1/7 Complete Figure [Aniplex+ Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-051804-R|10,690 JPY|13,241 JPY|19.27%
Girls' Frontline ZB-26 Nook of Ephemeral Dreams Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152083-R|10,580 JPY|22,880 JPY|53.76%
[Bonus] X-EROS COVER GIRL illustrated by Aruchu Kizuki 1/7 Figure (w/Genga Postcard)|https://www.amiami.com/eng/detail/?gcode=FIGURE-005505-R|10,380 JPY|14,080 JPY|26.28%
Yuru Camp Nadeshiko Kagamihara 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-048268-R|17,580 JPY|19,580 JPY|10.21%
Spy Classroom Lily 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159923-R|1,980 JPY|3,135 JPY|36.84%
Fate/Grand Order Saber/Musashi Miyamoto 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-045040-R|21,580 JPY|21,780 JPY|0.92%
"Girls' Frontline" UKM-2000 Swift Whirlwind -Heavy Damage Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-153385-R|17,980 JPY|28,050 JPY|35.9%
No Game No Life Shiro Summer Season Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-611001-R|18,280 JPY|21,780 JPY|16.07%
Maiden Voyage EchiEchi Bad Maid Illustration by Nana Shichiken 1/7 Scale Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154920-R|12,580 JPY|21,780 JPY|42.24%
emotion style - Code Geass: Lelouch of the Rebellion R2: Kallen Kozuki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-0163-R|6,520 JPY|7,150 JPY|8.81%
Triage X Yuko Sagiri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158703-R|12,370 JPY|16,830 JPY|26.5%
Jingai Makyo Ignis the white "Ignis of Fire which Cannot be Extinguished for Eternity" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-5524-R|1,990 JPY|12,256 JPY|83.76%
Kantai Collection -Kan Colle- Mutsu Regular Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2017 Feb. Issue & March Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-033218-R|2,600 JPY|16,500 JPY|84.24%
Fate/EXTELLA - Jeanne d'Arc Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035562-R|9,280 JPY|14,080 JPY|34.09%
Hime to Boin - Princess Milk 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-002780-R|9,980 JPY|12,100 JPY|17.52%
[Bonus] THE IDOLM@STER Cinderella Girls Kozue Yusa [Sweet Fairy] 1/7 Complete Figure [PLUM Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-059460-R|6,870 JPY|15,180 JPY|54.74%
[Bonus] Re:ZERO -Starting Life in Another World- Rem -Hanfu- 1/7 Complete Figure (F:NEX Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-154250-R|21,980 JPY|29,700 JPY|25.99%
Re:ZERO -Starting Life in Another World- Ram Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146062-R|11,680 JPY|17,800 JPY|34.38%
Saekano: How to Raise a Boring Girlfriend Flat Megumi Kato 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156143-R|19,170 JPY|21,800 JPY|12.06%
Ryuuou no Oshigoto! Ginko Sora Cat-eared Sister Apprentice Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124195-R|7,980 JPY|15,180 JPY|47.43%
Azur Lane Charybdis: Red Chamber of Healing 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-163706-R|16,180 JPY|19,800 JPY|18.28%
[Bonus] Saekano: How to Raise a Boring Girlfriend Flat - Eriri Spencer Sawamura Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-030889-R|8,640 JPY|10,694 JPY|19.21%
Fate/EXTRA - Saber Extra 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-006930-R|5,060 JPY|12,019 JPY|57.9%
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai Mai Sakurajima - Wedding ver. - 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-060147-R|14,980 JPY|15,000 JPY|0.13%
GOD EATER BURST - Alisa Ilinichina Amiella 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5677-R|7,480 JPY|8,580 JPY|12.82%
Native Creator's Collection Aruchu Kizuki Original Character Gamer Girl Limited Ver. 1/7 Complete Figure (Wonder Festival 2018 [Summer], CCG Shanghai Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-041068-R|9,770 JPY|15,074 JPY|35.19%
Saekano: How to Raise a Boring Girlfriend Flat Utaha Kasumigaoka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-057131-R|10,380 JPY|16,800 JPY|38.21%
Kantai Collection -Kan Colle- Haruna Kai-II Regular Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2016 April & May Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-018229-R|4,860 JPY|16,500 JPY|70.55%
7th Dragon 2020 - Samurai (Katanako) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-6120-R|4,110 JPY|10,266 JPY|59.96%
THE IDOLM@STER Cinderella Girls Ranko Kanzaki: White Princess of the Banquet ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136141-R|10,980 JPY|22,000 JPY|50.09%
Sage illustration by YD 1/7 Complete Figure w/Bonus Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-160489-R|14,980 JPY|19,580 JPY|23.49%
SNK BISHOUJO ANGEL -THE KING OF FIGHTERS 2001- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166273-R|15,480 JPY|18,700 JPY|17.22%
Sword Art Online Alicization War of Underworld Asuna Stacia, The Goddess of Creation ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156022-R|22,980 JPY|29,700 JPY|22.63%
Hatsune Miku GT Project - Racing Miku 2016: TeamUKYO Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-030958-R|9,230 JPY|18,140 JPY|49.12%
Azur Lane Ayanami: Dynamic Kick! 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-173540-R|22,480 JPY|26,400 JPY|14.85%
Ayakashi Triangle Suzu Kanade 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169111-R|19,980 JPY|22,800 JPY|12.37%
Sword & Wizards - Fuyuka Yukishiro -Bunny ver.- 1/7 Complete Figure [Monthly HobbyJAPAN 2017 March Issue & April Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-033664-R|11,390 JPY|13,200 JPY|13.71%
[AmiAmi Exclusive Bonus] PRISMA WING The Quintessential Quintuplets Itsuki Nakano 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143074-R|12,280 JPY|31,790 JPY|61.37%
TV Anime "Atelier Ryza: Ever Darkness & the Secret Hideout" Reisalin Stout Dress Ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161001-R|15,280 JPY|27,280 JPY|43.99%
KDcolle KonoSuba Yunyun Original Ver. China Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124336-R|18,380 JPY|18,480 JPY|0.54%
AKA:Re2ing 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-060361-R|19,980 JPY|22,000 JPY|9.18%
Excellent Model - Dragon's Crown: Elf 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-003848-R|11,580 JPY|12,100 JPY|4.3%
[Bonus] Houtengeki Original Character Caress of Venus: Houtengeki figure collection -Elven Pillow- Lilly Relium 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-057326-R|11,160 JPY|17,050 JPY|34.55%
PRISMA WING No Game No Life Zero Schwi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-140605-R|15,780 JPY|32,890 JPY|52.02%
KDcolle Brave Sword x Blaze Soul Laevateinn Heru Dengeki Special Pack 1/7 Complete Figure (Dengekiya Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-122126-R|9,450 JPY|18,480 JPY|48.86%
Evangelion: 3.0 You Can [Not] Redo Asuka Langley Shikinami Plug Suit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-047211-R|12,780 JPY|14,300 JPY|10.63%
Fate/Grand Order Alter Ego/Okita Soji [Alter] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-046089-R|16,980 JPY|21,780 JPY|22.04%
Arknights Amiya: Newsgirl VER. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168883-R|18,880 JPY|19,300 JPY|2.18%
Chainsaw Man Power 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149622-R|21,150 JPY|27,500 JPY|23.09%
[Bonus] My Dress-Up Darling Marin Kitagawa (Night Pool ver.) 1/7 Complete Figure (Aniplex Online Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-177523-R|18,980 JPY|19,800 JPY|4.14%
Re:ZERO -Starting Life in Another World- Rem -Idol Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-060217-R|24,160 JPY|33,550 JPY|27.99%
ARMS NOTE Swim Team Kohai-chan 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165360-R|15,280 JPY|19,250 JPY|20.62%
Uzaki-chan wa Asobitai! Hana Uzaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-059633-R|14,350 JPY|15,180 JPY|5.47%
[Oshi no Ko] Kana Arima 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159249-R|13,320 JPY|18,700 JPY|28.77%
Date A Live II - Kurumi Tokisaki Plated Painted Base Ver. 1/7 Complete Figure [Alphamax Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-016969-R|7,980 JPY|12,980 JPY|38.52%
Fate/EXTELLA LINK Altria Pendragon: Knight's PE Uniform [AQ] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139796-R|5,980 JPY|15,800 JPY|62.15%
Fate/Grand Order Foreigner/Abigail Williams [Summer] 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-162948-R|31,050 JPY|35,000 JPY|11.29%
White Tsukihime Phantas-Moon Eclipse 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=HOB-FIG-5175-R|3,980 JPY|7,124 JPY|44.13%
THE IDOLM@STER Cinderella Girls Yoshino Yorita [Harube to Sakuya] =Repackage Edition= 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149843-R|11,180 JPY|19,800 JPY|43.54%
SSSS.GRIDMAN Akane Shinjo Cheerleader style 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-057525-R|12,580 JPY|17,380 JPY|27.62%
[Limited Distribution] Kizuna AI A.I. Channel 2019 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-046192-R|9,450 JPY|14,056 JPY|32.77%
Sister Succubus Illustrated by DISH 1/7 Complete Figure Bonus Inclusive Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-162902-R|23,980 JPY|27,500 JPY|12.8%
Evangelion (RADIO EVA) Rei Ayanami Ver. RADIO EVA Part.2 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138462-R|9,980 JPY|20,350 JPY|50.96%
Virtual YouTuber Hanazono Serena 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139635-R|8,460 JPY|18,480 JPY|54.22%
V ayamy Cat Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172144-R|8,880 JPY|9,680 JPY|8.26%
Evangelion (RADIO EVA) Rei Ayanami Ver. RADIO EVA Part.2 Original Color 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138461-R|10,980 JPY|21,450 JPY|48.81%
Date A Live Kurumi Tokisaki Lingerie Ver. Black color 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-053030-R|12,240 JPY|15,180 JPY|19.37%
Fate/Grand Order Lancer/Medusa Limited Edition 1/7 Complete Figure [Monthly HobbyJAPAN 2018 Sept. Issue & Oct. Issue Mail Order, Particular Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-048178-R|18,700 JPY|24,241 JPY|22.86%
Fate/Grand Order Lancer/Utsumi Erice 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-165163-R|28,130 JPY|29,800 JPY|5.6%
Junai Kajitsu Shii Kiya Cover Girl Natsuiro Shoujo "Manatsu-chan" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-011921-R|7,980 JPY|11,000 JPY|27.45%
KDcolle Uzaki-chan Wants to Hang Out! Double Tsuki Uzaki -SUGOI knitwear ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150820-R|10,780 JPY|19,800 JPY|45.56%
[Bonus] Girls' Frontline Type95 Kite Flyer in Spring Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-155474-R|11,140 JPY|17,600 JPY|36.7%
[Bonus] Mikoto Akemi Original Character Bungaku Shoujo 1/7 Complete Figure (Native Online Shop, FANZA Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-131872-R|21,580 JPY|22,000 JPY|1.91%
The Angel Next Door Spoils Me Rotten Mahiru Shiina 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150546-R|17,530 JPY|19,910 JPY|11.95%
Boku no Koibito, Ran-senpai -Houkago no Hitotoki- illustration by Kina Kazuharu 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-055604-R|12,780 JPY|19,800 JPY|35.45%
Senki Zessho Symphogear GX Hibiki Tachibana 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141481-R|5,920 JPY|24,200 JPY|75.54%
Rage of Bahamut - Cerberus 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-004337-R|7,600 JPY|14,056 JPY|45.93%
13 Sentinels: Aegis Rim Megumi Yakushiji 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160584-R|18,880 JPY|21,780 JPY|13.31%
Umamusume Pretty Derby [Outrunning the Encroaching Heat] Kitasan Black 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-157860-R|13,770 JPY|22,000 JPY|37.41%
[Bonus] KDcolle "Fate/Grand Order" Assassin/Kama 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136349-R|30,980 JPY|33,800 JPY|8.34%
GUILTY GEAR -STRIVE- 1/7 Scale Figure - Bridget|https://www.amiami.com/eng/detail/?gcode=FIGURE-153365-R|15,280 JPY|24,970 JPY|38.81%
Zanma Taisei Demonbane - Al Azif x Takuya Inoue Ver. Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1343-R|6,780 JPY|10,266 JPY|33.96%
Kantai Collection -Kan Colle- Kashima [8th Anniversary] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-126331-R|10,780 JPY|18,800 JPY|42.66%
Macross Frontier Ranka Lee -Anniversary Stage Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158501-R|24,650 JPY|36,000 JPY|31.53%
Hell Teacher Nube Minki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138982-R|10,350 JPY|19,800 JPY|47.73%
Azur Lane Azuma Soft Voice of Spring Light Equipment Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145754-R|13,080 JPY|25,080 JPY|47.85%
My Teen Romantic Comedy SNAFU. Completion Yui Yuigahama Rock Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122717-R|8,080 JPY|17,820 JPY|54.66%
Azur Lane "Ayanami Kai" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-040887-R|16,960 JPY|17,380 JPY|2.42%
[Bonus] Nekopara Chocola - Pretty kitty Style - 1/7 Complete Figure (PLUM SHOP Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-123169-R|13,040 JPY|16,500 JPY|20.97%
Umamusume Pretty Derby Twin Turbo 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-151287-R|20,980 JPY|26,800 JPY|21.72%
Is the order a rabbit?? - Syaro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-015231-R|4,780 JPY|10,780 JPY|55.66%
Brilliant Stage - THE IDOLM@STER 2: Iori Minase Princess Melody Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5214-R|930 JPY|7,920 JPY|88.26%
Azur Lane Javelin Beach Picnic! Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129459-R|10,350 JPY|20,680 JPY|49.95%
7th Dragon 2020 - Hacker (Chelsea) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-7694-R|8,980 JPY|10,266 JPY|12.53%
Fate/Grand Order Shielder / Mash Kyrielight "under the same sky" 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-155061-R|11,580 JPY|17,800 JPY|34.94%
[Bonus] Umamusume Pretty Derby [Show off your dreams!] Tokai Teio 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-147857-R|15,930 JPY|19,250 JPY|17.25%
PARADISE & PARADINS THE 3RD PARADIN RHACCO-BAMN-CHYIME 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-133368-R|11,130 JPY|26,400 JPY|57.84%
Fate/Grand Order - Shielder/Mashu Kyrielite 1/7 Complete Figure [Aniplex+ Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-021598-R|7,980 JPY|13,241 JPY|39.73%
Kantai Collection -Kan Colle- Graf Zeppelin 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-029932-R|18,980 JPY|20,680 JPY|8.22%
ToHeart2 AnotherDays - Sasara Kusugawa -School Swimsuit Maid Ver.- White Color Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-0200-R|2,980 JPY|6,380 JPY|53.29%
[Bonus] Senki Zesshou Symphogear XV Kirika Akatsuki Gear Inner ver. 1/7 Complete Figure (Hobby Stock Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-149504-R|8,640 JPY|20,900 JPY|58.66%
[Bonus] Native Creator's Collection - Kaguya 1/7 Complete Figure [Native Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-039437-R|13,490 JPY|18,150 JPY|25.67%
Senran Kagura PEACH BEACH SPLASH Yumi Senran Kagura PBS Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-046765-R|12,580 JPY|16,280 JPY|22.73%
Fate/Grand Order Foreigner/Abigail Williams Festival Portrait ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-143313-R|11,580 JPY|18,700 JPY|38.07%
Fate/Grand Order MoonCancer/BB (Second Ascension) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058655-R|10,780 JPY|20,680 JPY|47.87%
ARTFX Star Wars: Visions Ronin -The Duel- 1/7 Easy Assembly Kit|https://www.amiami.com/eng/detail/?gcode=FIGURE-137374-R|16,780 JPY|27,500 JPY|38.98%
Love Live! School Idol Festival - Nico Yazawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-014713-R|10,250 JPY|17,380 JPY|41.02%
KDcolle Date A Live III Tohka Yatogami White Cat Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-610766-R|14,370 JPY|15,180 JPY|5.34%
Nekopara Chocola -Lovely Sweets Time- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168656-R|18,480 JPY|22,660 JPY|18.45%
The Quintessential Quintuplets SS Nino Nakano Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-129803-R|14,820 JPY|20,900 JPY|29.09%
Re:ZERO -Starting Life in Another World- Another World Rem 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139631-R|7,980 JPY|20,680 JPY|61.41%
Umamusume Pretty Derby The Will to Overtake Satono Diamond 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162173-R|19,780 JPY|25,300 JPY|21.82%
Sword & Wizards -Haken no Koutei to Shichisei no Himekishi- Felicia -Bunny ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-023164-R|11,980 JPY|12,100 JPY|0.99%
Macross Frontier Sheryl Nome -Anniversary Stage Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-154845-R|22,570 JPY|36,000 JPY|37.31%
THE IDOLM@STER Cinderella Girls Miku Maekawa Dreaming Bride ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-052208-R|7,980 JPY|17,600 JPY|54.66%
KDcolle Strike the Blood Yukina Himeragi Summer Wedding ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158785-R|11,680 JPY|19,030 JPY|38.62%
Brandish - Ziska -Enchanging White Devil Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-3285-R|7,480 JPY|9,114 JPY|17.93%
Re:ZERO -Starting Life in Another World- Rem Tea Party Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-052222-R|13,480 JPY|17,050 JPY|20.94%
XL Love Series Space Bunny Uto 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-164953-R|10,780 JPY|15,400 JPY|30.0%
Fate/Apocrypha Saber of Red -Holy Grail War- 1/7 Complete Figure (Aniplex Plus Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-050483-R|8,660 JPY|14,259 JPY|39.27%
Goblin Slayer Priestess 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-162306-R|12,240 JPY|21,800 JPY|43.85%
THE IDOLM@STER Cinderella Girls Kanade Hayami Mystic Dawn Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-049463-R|11,040 JPY|18,480 JPY|40.26%
Senki Zessho Symphogear G Chris Yukine Lovely Maid style [AQ] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-134379-R|7,980 JPY|17,800 JPY|55.17%
